rgb_name,pano_name,label_name,num_circles,gps_coordinates,cities,country_codes,countries,cluster_id
0075c789ab653be257f40269051bcbcd_MUL.png,0075c789ab653be257f40269051bcbcd_PAN.png,0075c789ab653be257f40269051bcbcd_PAN_mask.png,2,"[[[-8.011274806652448], [-34.84737774110423]], [[-8.011275321850107], [-34.847262757347266]]]",Olinda,BR,Brazil,3
0084c50c47cd45cd55f58d4f2158da5b_MUL.png,0084c50c47cd45cd55f58d4f2158da5b_PAN.png,0084c50c47cd45cd55f58d4f2158da5b_PAN_mask.png,1,"[[[10.462410741163872], [-66.8383142959894]]]",El Cafetal,VE,"Venezuela, Bolivarian Republic of",1
008645b28749e772a3ea2f2af009f875_MUL.png,008645b28749e772a3ea2f2af009f875_PAN.png,008645b28749e772a3ea2f2af009f875_PAN_mask.png,1,"[[[10.488410440509881], [-66.80302148966818]]]",Petare,VE,"Venezuela, Bolivarian Republic of",1
00a5f43410ca4f56bf2b98b48a9bdf4d_MUL.png,00a5f43410ca4f56bf2b98b48a9bdf4d_PAN.png,00a5f43410ca4f56bf2b98b48a9bdf4d_PAN_mask.png,11,"[[[-23.61506978483889], [-46.55719509000163]], [[-23.614912741865687], [-46.557590627888466]], [[-23.614887464582434], [-46.557417690788]], [[-23.61486788905681], [-46.55757381103873]], [[-23.614887189715084], [-46.558043094120805]], [[-23.614886614714834], [-46.55750237122419]], [[-23.614901620134663], [-46.55750254859881]], [[-23.61484094468084], [-46.55756697787333]], [[-23.614814032993507], [-46.55755688777316]]]",Sao Caetano do Sul,BR,Brazil,4
00a869022c80d50edd85f6f2bc0204b6_MUL.png,00a869022c80d50edd85f6f2bc0204b6_PAN.png,00a869022c80d50edd85f6f2bc0204b6_PAN_mask.png,1,"[[[30.552101276837167], [38.23040772396703]]]",Tubarjal,SA,Saudi Arabia,2
00c46cd128e67d91a3d18325faa3e452_MUL.png,00c46cd128e67d91a3d18325faa3e452_PAN.png,00c46cd128e67d91a3d18325faa3e452_PAN_mask.png,1,"[[[30.401269513287694], [38.130098175955624]]]",Tubarjal,SA,Saudi Arabia,2
00c8085363badf5a5dc79f90e7d464a4_MUL.png,00c8085363badf5a5dc79f90e7d464a4_PAN.png,00c8085363badf5a5dc79f90e7d464a4_PAN_mask.png,8,"[[[30.467962945476057], [38.153878151498965]], [[30.468017187460266], [38.15460536643351]], [[30.468153081903463], [38.154037637972195]], [[30.468087504021934], [38.15433967403285]], [[30.468327568106307], [38.154561103396404]], [[30.468329677913236], [38.15419204431558]], [[30.46848836613323], [38.15436219924301]]]",Tubarjal,SA,Saudi Arabia,6
00cba0ec4259dcc80a59187546a18911_MUL.png,00cba0ec4259dcc80a59187546a18911_PAN.png,00cba0ec4259dcc80a59187546a18911_PAN_mask.png,5,"[[[48.839340253129166], [38.303124777831705]], [[48.8393347816749], [38.30222020635267]], [[48.839351495541734], [38.30498713173405]], [[48.83932934343324], [38.30132228640426]], [[48.83935485976894], [38.30408908931062]]]",Bilohorivka,UA,Ukraine,6
00d711a8d42049173d2e0d515b74e246_MUL.png,00d711a8d42049173d2e0d515b74e246_PAN.png,00d711a8d42049173d2e0d515b74e246_PAN_mask.png,2,"[[[-12.930602961327416], [-38.50759555399969]], [[-12.930582944164655], [-38.50789844379303]]]",Salvador,BR,Brazil,4
00df8ccbb668fb2cee9fd9a4e938de97_MUL.png,00df8ccbb668fb2cee9fd9a4e938de97_PAN.png,00df8ccbb668fb2cee9fd9a4e938de97_PAN_mask.png,10,"[[[-12.653301994459948], [-38.317142825907354]], [[-12.653242581934027], [-38.31689435812854]], [[-12.653233386114326], [-38.31683452824555]], [[-12.653116709755059], [-38.31717554777244]], [[-12.652945035713534], [-38.317226650101766]], [[-12.652818490593397], [-38.31724540318951]], [[-12.652795684181957], [-38.31716719288108]], [[-12.652519799329644], [-38.31713109297802]], [[-12.65250601158886], [-38.31704365045685]], [[-12.652492247432292], [-38.3169654162175]]]",Camacari,BR,Brazil,3
00edbf47f3d5f1217494a7f3e901d95f_MUL.png,00edbf47f3d5f1217494a7f3e901d95f_PAN.png,00edbf47f3d5f1217494a7f3e901d95f_PAN_mask.png,1,"[[[-12.569024917608797], [-38.25530397994349]]]",Mata de Sao Joao,BR,Brazil,6
00eeff8d3d4a50f45e62d752eb750d6f_MUL.png,00eeff8d3d4a50f45e62d752eb750d6f_PAN.png,00eeff8d3d4a50f45e62d752eb750d6f_PAN_mask.png,1,"[[[33.69679667769341], [10.72328897668738]]]",Houmt Souk,TN,Tunisia,6
00ffedfccc40802ac40dc736479e3d1c_MUL.png,00ffedfccc40802ac40dc736479e3d1c_PAN.png,00ffedfccc40802ac40dc736479e3d1c_PAN_mask.png,1,"[[[-8.731958485901561], [116.15167386273632]]]",Ranggagata,ID,Indonesia,0
01016fa524f4bd8f30e81cd0a535cd77_MUL.png,01016fa524f4bd8f30e81cd0a535cd77_PAN.png,01016fa524f4bd8f30e81cd0a535cd77_PAN_mask.png,1,"[[[-8.060697958487344], [-34.89049583179779]]]",Recife,BR,Brazil,4
01070c7453b11ebbefc7d3aeb5a8eb70_MUL.png,01070c7453b11ebbefc7d3aeb5a8eb70_PAN.png,01070c7453b11ebbefc7d3aeb5a8eb70_PAN_mask.png,3,"[[[10.104023512229844], [105.75722444312424]]]",Binh Thuy,VN,Viet Nam,3
010f92452e99949c614962a23f796277_MUL.png,010f92452e99949c614962a23f796277_PAN.png,010f92452e99949c614962a23f796277_PAN_mask.png,3,"[[[10.182022790377477], [-67.97279066904294]], [[10.182085962475924], [-67.97274939000295]], [[10.182081612950578], [-67.97280417315055]]]",Los Guayos,VE,"Venezuela, Bolivarian Republic of",4
011933a1de7971dc8fa3b6e364f48999_MUL.png,011933a1de7971dc8fa3b6e364f48999_PAN.png,011933a1de7971dc8fa3b6e364f48999_PAN_mask.png,49,"[[[49.84721028314684], [24.016921964246972]], [[49.847266782089086], [24.016651114407832]], [[49.84727315408777], [24.016741468563986]], [[49.84727685619394], [24.01682266069991]], [[49.84728659970649], [24.01689523348099]], [[49.847288099791456], [24.016949301291334]], [[49.847303518769685], [24.01646899033401]], [[49.847312911629075], [24.016555034834564]], [[49.84731598821921], [24.016883570679425]], [[49.8473163799409], [24.016645208189114]], [[49.8473205090421], [24.016933328839375]], [[49.84732286890809], [24.0167310718572]], [[49.84732657102], [24.01681226407619]], [[49.84734804654821], [24.01688106992103]], [[49.84735311661549], [24.016463083925498]], [[49.84735256737156], [24.01693082811388]], [[49.84736553019674], [24.016544818801787]], [[49.84736899851469], [24.016634992254126]], [[49.84738022184835], [24.016874078575203]], [[49.847375487487696], [24.016720856014803]], [[49.847384625700855], [24.016928327386008]], [[49.8473820933651], [24.016802229210178]], [[49.847408638937615], [24.01645304865357]], [[49.84741228017702], [24.016871577809088]], [[49.847415245002814], [24.016534421876667]], [[49.8474168010032], [24.016921336067508]], [[49.84741871332715], [24.016624595421366]], [[49.847425202306205], [24.016710459269458]], [[49.84743180818933], [24.016791832547593]], [[49.84744735923633], [24.01686476734214]], [[49.84745176309178], [24.01691901622779]], [[49.84752092974872], [24.01660847317514]], [[49.847527301771756], [24.016698827802923]], [[49.847533907659795], [24.01678020125205]], [[49.84753760973051], [24.016861393827885]], [[49.8475735483192], [24.016598257166773]], [[49.84757701658817], [24.016688431009182]], [[49.847583622481956], [24.01676980454107]], [[49.84758720758767], [24.016855487804317]], [[49.84762314616774], [24.0165923508703]], [[49.84762963516388], [24.016678215078894]], [[49.84763624106317], [24.016759588698466]], [[49.847639709204095], [24.016849762663817]], [[49.84802442227646], [24.017377497437405]], [[49.848321232428525], [24.0171486034191]], [[49.84833456045119], [24.01730686243846]]]",L'viv,UA,Ukraine,3
016135ecc22b19e3773d0ed9f3f5b73c_MUL.png,016135ecc22b19e3773d0ed9f3f5b73c_PAN.png,016135ecc22b19e3773d0ed9f3f5b73c_PAN_mask.png,1,"[[[21.003667523087255], [105.8421470898988]]]",Hai BaTrung,VN,Viet Nam,4
0168d903a17646def46c22439d8e7256_MUL.png,0168d903a17646def46c22439d8e7256_PAN.png,0168d903a17646def46c22439d8e7256_PAN_mask.png,1,"[[[10.421654777300105], [-66.79385551021063]]]",El Hatillo,VE,"Venezuela, Bolivarian Republic of",1
0168feb8614161fe49de5c82c2373f0b_MUL.png,0168feb8614161fe49de5c82c2373f0b_PAN.png,0168feb8614161fe49de5c82c2373f0b_PAN_mask.png,1,"[[[37.27927152310739], [-101.03549874657011]]]",Satanta,US,United States,5
0169a26ffa347d621199a8640a8694e0_MUL.png,0169a26ffa347d621199a8640a8694e0_PAN.png,0169a26ffa347d621199a8640a8694e0_PAN_mask.png,1,"[[[10.602427385422816], [-66.93958387317205]]]",La Guaira,VE,"Venezuela, Bolivarian Republic of",1
018f7734dad3782797fbb6653bdb497a_MUL.png,018f7734dad3782797fbb6653bdb497a_PAN.png,018f7734dad3782797fbb6653bdb497a_PAN_mask.png,1,"[[[-12.89822702783333], [-38.43057856531442]]]",Lauro de Freitas,BR,Brazil,1
01cb228b7e0601616bb2a54a6dd24b33_MUL.png,01cb228b7e0601616bb2a54a6dd24b33_PAN.png,01cb228b7e0601616bb2a54a6dd24b33_PAN_mask.png,2,"[[[44.39811773295712], [33.98034262367441]], [[44.39835849091813], [33.98063138492688]]]",Simeiz,UA,Ukraine,1
01d931994f0d1a24671596677feb9ab4_MUL.png,01d931994f0d1a24671596677feb9ab4_PAN.png,01d931994f0d1a24671596677feb9ab4_PAN_mask.png,1,"[[[-23.7686536307778], [-46.54088264225152]]]",Sao Bernardo do Campo,BR,Brazil,1
01e186333c260f168eb921a80fcb17b8_MUL.png,01e186333c260f168eb921a80fcb17b8_PAN.png,01e186333c260f168eb921a80fcb17b8_PAN_mask.png,1,"[[[33.6365670085647], [10.72034516878188]]]",Houmt Souk,TN,Tunisia,1
02180ba1ec9445432e4aa516bb083b52_MUL.png,02180ba1ec9445432e4aa516bb083b52_PAN.png,02180ba1ec9445432e4aa516bb083b52_PAN_mask.png,3,"[[[38.40965208784548], [27.041875699424157]], [[38.41010539336511], [27.04229752208098]], [[38.41098686259269], [27.04299175240465]]]",Karsiyaka,TR,Turkey,6
023fafd3e48482f7e09e84b5f1035ac6_MUL.png,023fafd3e48482f7e09e84b5f1035ac6_PAN.png,023fafd3e48482f7e09e84b5f1035ac6_PAN_mask.png,2,"[[[10.501822874509635], [-66.85871906599724]], [[10.502127324794415], [-66.85892588824345]]]",Chacao,VE,"Venezuela, Bolivarian Republic of",4
026761f3bfd8adc1a6546f98790c430d_MUL.png,026761f3bfd8adc1a6546f98790c430d_PAN.png,026761f3bfd8adc1a6546f98790c430d_PAN_mask.png,27,"[[[-12.92059954035669], [-38.488722765323246]], [[-12.92061196668414], [-38.488810195102275]], [[-12.92057487717464], [-38.488644730632835]], [[-12.920553271646732], [-38.488563566342854]], [[-12.920516701808355], [-38.48866358934992]], [[-12.920525526277512], [-38.48847616777555]], [[-12.920522988344091], [-38.488744784797674]], [[-12.920507852756907], [-38.488838517391656]], [[-12.920464660138235], [-38.48868555897306]], [[-12.920488565034203], [-38.488376294414486]], [[-12.92045837358482], [-38.488604363546294]], [[-12.9204433664237], [-38.48876368710914]], [[-12.92044590437977], [-38.48849507017159]], [[-12.920406460313716], [-38.48869192415218]], [[-12.920397097741551], [-38.48860448821806]], [[-12.920403732713366], [-38.488863716276136]], [[-12.920423956199981], [-38.488238996664265]], [[-12.920381387367172], [-38.48840462310189]], [[-12.920366808293275], [-38.488782583176324]], [[-12.920366288595424], [-38.48851709593397]], [[-12.920342145131142], [-38.48870454855073]], [[-12.920320545738427], [-38.48862650770799]], [[-12.920292806507911], [-38.48854223259121]], [[-12.920299618776975], [-38.48889203851676]], [[-12.92027494342355], [-38.48880775714323]], [[-12.920247185911599], [-38.48871411188564]], [[-12.920216346231282], [-38.488611102750895]]]",Salvador,BR,Brazil,1
027fd22e8683e5d94a29a4b50b875215_MUL.png,027fd22e8683e5d94a29a4b50b875215_PAN.png,027fd22e8683e5d94a29a4b50b875215_PAN_mask.png,2,"[[[-22.977308634720266], [-43.19715152830668]], [[-22.977238038858285], [-43.19691415177622]]]",Rio de Janeiro,BR,Brazil,1
028ee09686de98412a7425d91f3cb1aa_MUL.png,028ee09686de98412a7425d91f3cb1aa_PAN.png,028ee09686de98412a7425d91f3cb1aa_PAN_mask.png,1,"[[[10.470007153693457], [-66.77144707825272]]]",La Dolorita,VE,"Venezuela, Bolivarian Republic of",3
02a18bd81095601dd7b079e1f97d49ea_MUL.png,02a18bd81095601dd7b079e1f97d49ea_PAN.png,02a18bd81095601dd7b079e1f97d49ea_PAN_mask.png,1,"[[[50.44240008408434], [30.55043236870963]]]",Kiev,UA,Ukraine,1
02a6a1cf59a3d553ee005a57f5eb8a33_MUL.png,02a6a1cf59a3d553ee005a57f5eb8a33_PAN.png,02a6a1cf59a3d553ee005a57f5eb8a33_PAN_mask.png,1,"[[[-22.910351890848364], [-43.21298983551949]]]",Rio de Janeiro,BR,Brazil,1
02da06fcd866b50053a50242241bf68e_MUL.png,02da06fcd866b50053a50242241bf68e_PAN.png,02da06fcd866b50053a50242241bf68e_PAN_mask.png,1,"[[[-8.610963722092446], [116.10511592976786]]]",Karangparwa,ID,Indonesia,7
02e29763c79dd130201dbefae0b8051d_MUL.png,02e29763c79dd130201dbefae0b8051d_PAN.png,02e29763c79dd130201dbefae0b8051d_PAN_mask.png,1,"[[[-22.869686601543837], [-43.206227480054764]]]",Rio de Janeiro,BR,Brazil,6
0300adb8414355d02e0d146e43e3f5c2_MUL.png,0300adb8414355d02e0d146e43e3f5c2_PAN.png,0300adb8414355d02e0d146e43e3f5c2_PAN_mask.png,1,"[[[46.51606295212323], [30.686319964709867]]]",Usatove,UA,Ukraine,7
030200e5ee44b38d0f694b93e9ccbf42_MUL.png,030200e5ee44b38d0f694b93e9ccbf42_PAN.png,030200e5ee44b38d0f694b93e9ccbf42_PAN_mask.png,2,"[[[-8.571685974457885], [116.07534469813045]], [[-8.571667920466968], [116.07527733050024]]]",Mataram,ID,Indonesia,7
033b3188d737e81f69150df15529f343_MUL.png,033b3188d737e81f69150df15529f343_PAN.png,033b3188d737e81f69150df15529f343_PAN_mask.png,1,"[[[36.76817850568751], [34.56879064834775]]]",Mercin,TR,Turkey,1
035d486830b9c34a1b545e9189912ce0_MUL.png,035d486830b9c34a1b545e9189912ce0_PAN.png,035d486830b9c34a1b545e9189912ce0_PAN_mask.png,1,"[[[10.426513872002957], [-66.88409119014867]]]",Baruta,VE,"Venezuela, Bolivarian Republic of",1
0365333de982fe8853fcd27dab7daea6_MUL.png,0365333de982fe8853fcd27dab7daea6_PAN.png,0365333de982fe8853fcd27dab7daea6_PAN_mask.png,14,"[[[11.62395493487024], [-70.2295073731365]], [[11.62402152433657], [-70.22992375263013]], [[11.624070929848044], [-70.2303617280503]], [[11.624090405393895], [-70.22980269603994]], [[11.624132356327982], [-70.2299849184028]], [[11.624139829568458], [-70.2302363374033]], [[11.624159286406108], [-70.2296816393867]], [[11.624201237413805], [-70.22986386178529]], [[11.624243188300683], [-70.23004608422708]], [[11.624270118454513], [-70.22974280510472]], [[11.624312069415], [-70.22992502758223]], [[11.62437665928028], [-70.22980828629447]], [[11.624444265005302], [-70.22998628718419]], [[11.624500254005616], [-70.22988251087243]]]",Punta Cardon,VE,"Venezuela, Bolivarian Republic of",3
0367f80faa6dcb079594fdb58d9b7552_MUL.png,0367f80faa6dcb079594fdb58d9b7552_PAN.png,0367f80faa6dcb079594fdb58d9b7552_PAN_mask.png,1,"[[[-7.8106251009274725], [-34.84134595828694]]]",Itapissuma,BR,Brazil,4
0374943838c59f6104032da189c5f532_MUL.png,0374943838c59f6104032da189c5f532_PAN.png,0374943838c59f6104032da189c5f532_PAN_mask.png,9,"[[[-0.5036492530361776], [117.14778586657755]], [[-0.5034813051506528], [117.14771741903878]], [[-0.5034210286517476], [117.14714420121585]], [[-0.5033176727132485], [117.14725114226951]], [[-0.5032229194344654], [117.14780296791815]], [[-0.5032789094070389], [117.14750352775006]], [[-0.5031970780322039], [117.147935577109]], [[-0.5030635933944382], [117.14733669126535]], [[-0.5029860794297781], [117.14728535671226]]]",Samarinda,ID,Indonesia,3
037c62baf6d05757448303cb7422d640_MUL.png,037c62baf6d05757448303cb7422d640_PAN.png,037c62baf6d05757448303cb7422d640_PAN_mask.png,1,"[[[-13.014228790738352], [-38.482401168770274]]]",Salvador,BR,Brazil,3
0385b405e63413b3d85c7312e55a5238_MUL.png,0385b405e63413b3d85c7312e55a5238_PAN.png,0385b405e63413b3d85c7312e55a5238_PAN_mask.png,2,"[[[-23.740412830487404], [-46.566024094444614]], [[-23.740160409120527], [-46.56635037958719]]]",Sao Bernardo do Campo,BR,Brazil,1
0387df8bc50b6929fcee75c911f01a11_MUL.png,0387df8bc50b6929fcee75c911f01a11_PAN.png,0387df8bc50b6929fcee75c911f01a11_PAN_mask.png,2,"[[[30.52405089718447], [38.24187814524272]], [[30.524398779362592], [38.242083476358154]]]",Tubarjal,SA,Saudi Arabia,6
039290fdd83595508695e45e1d055490_MUL.png,039290fdd83595508695e45e1d055490_PAN.png,039290fdd83595508695e45e1d055490_PAN_mask.png,1,"[[[11.095783148171547], [-63.84150589113316]]]",La Plaza Paraguachi,VE,"Venezuela, Bolivarian Republic of",0
03f041941d83298152d8158144a1cb7e_MUL.png,03f041941d83298152d8158144a1cb7e_PAN.png,03f041941d83298152d8158144a1cb7e_PAN_mask.png,1,"[[[10.507752602452198], [-66.84475201735094]]]",Chacao,VE,"Venezuela, Bolivarian Republic of",4
03fd622ed6cf36111e76cedfb457944f_MUL.png,03fd622ed6cf36111e76cedfb457944f_PAN.png,03fd622ed6cf36111e76cedfb457944f_PAN_mask.png,12,"[[[-22.76299951134409], [-43.388725388815025]], [[-22.76299909061566], [-43.38868370707365]], [[-22.7629857846969], [-43.38864217656098]], [[-22.762985317196325], [-43.3885958635216]], [[-22.76260179457638], [-43.38847530517048]], [[-22.7625928771795], [-43.388442986965096]], [[-22.762588254835855], [-43.388410618348836]], [[-22.762576110925345], [-43.388058741192076]], [[-22.762574995610496], [-43.38837371927858]], [[-22.762571301437863], [-43.38800784744351]], [[-22.762540207122345], [-43.38790631211615]], [[-22.76251279974584], [-43.387744519685434]]]",Belford Roxo,BR,Brazil,4
0413df9b7026ff392001f05dc4052aec_MUL.png,0413df9b7026ff392001f05dc4052aec_PAN.png,0413df9b7026ff392001f05dc4052aec_PAN_mask.png,1,"[[[-10.2110034213273], [-48.35628797434845]]]",Palmas,BR,Brazil,6
0416c7505f0ab167961e632ca88c591d_MUL.png,0416c7505f0ab167961e632ca88c591d_PAN.png,0416c7505f0ab167961e632ca88c591d_PAN_mask.png,1,"[[[10.221523397907168], [-67.88222101011507]]]",Guacara,VE,"Venezuela, Bolivarian Republic of",0
042da97e17fe3ae0eec4f238df19584a_MUL.png,042da97e17fe3ae0eec4f238df19584a_PAN.png,042da97e17fe3ae0eec4f238df19584a_PAN_mask.png,1,"[[[37.08097472725751], [34.61738929969818]]]",Camliyayla,TR,Turkey,7
042e6cb6df26cc94ae653f0b646e3b51_MUL.png,042e6cb6df26cc94ae653f0b646e3b51_PAN.png,042e6cb6df26cc94ae653f0b646e3b51_PAN_mask.png,2,"[[[46.46169715828002], [30.697679906598104]], [[46.46260253769998], [30.69694566226262]]]",Odessa,UA,Ukraine,1
042f6257db75301f0b1a48c78f3e4cfb_MUL.png,042f6257db75301f0b1a48c78f3e4cfb_PAN.png,042f6257db75301f0b1a48c78f3e4cfb_PAN_mask.png,1,"[[[37.027356913859094], [35.313788134147636]]]",Adana,TR,Turkey,3
04348a2d8b8e656a4698fa009914207a_MUL.png,04348a2d8b8e656a4698fa009914207a_PAN.png,04348a2d8b8e656a4698fa009914207a_PAN_mask.png,1,"[[[37.02393788568895], [35.321569210744116]]]",Adana,TR,Turkey,6
043ad0d481b51d79c9a0cfdac73fbb64_MUL.png,043ad0d481b51d79c9a0cfdac73fbb64_PAN.png,043ad0d481b51d79c9a0cfdac73fbb64_PAN_mask.png,5,"[[[30.47986605808535], [38.192737103941745]], [[30.480035084835148], [38.19313078794381]], [[30.480075379597842], [38.19309406674409]], [[30.4800650241122], [38.1928758190727]], [[30.480129052320827], [38.193036441522274]]]",Tubarjal,SA,Saudi Arabia,3
0440988a1bd27884fde97c899e414d06_MUL.png,0440988a1bd27884fde97c899e414d06_PAN.png,0440988a1bd27884fde97c899e414d06_PAN_mask.png,2,"[[[-16.002552601670384], [-47.578788523115236]], [[-16.00160728248977], [-47.587291779161916]]]",Brasilia,BR,Brazil,5
046a519e01af328d514f86d5bd14b807_MUL.png,046a519e01af328d514f86d5bd14b807_PAN.png,046a519e01af328d514f86d5bd14b807_PAN_mask.png,1,"[[[30.485633381844014], [38.285263299255035]]]",Tubarjal,SA,Saudi Arabia,2
047a4a5432bb78b399279315466e9484_MUL.png,047a4a5432bb78b399279315466e9484_PAN.png,047a4a5432bb78b399279315466e9484_PAN_mask.png,2,"[[[-23.72942482191569], [-46.53488847227406]], [[-23.72926650080597], [-46.535114831169544]]]",Sao Bernardo do Campo,BR,Brazil,3
047ba656d2ed463c7c0deb8b44adff21_MUL.png,047ba656d2ed463c7c0deb8b44adff21_PAN.png,047ba656d2ed463c7c0deb8b44adff21_PAN_mask.png,6,"[[[10.466213268785358], [-66.83701707302384]], [[10.466258412226393], [-66.83726273771609]], [[10.466366993435015], [-66.83703357724006]], [[10.466528268661467], [-66.837735253201]], [[10.466538807910279], [-66.8375799798079]], [[10.466663227694273], [-66.83712230128606]]]",El Cafetal,VE,"Venezuela, Bolivarian Republic of",3
047dee4e18b1cfcb5925e9462ad4adcf_MUL.png,047dee4e18b1cfcb5925e9462ad4adcf_PAN.png,047dee4e18b1cfcb5925e9462ad4adcf_PAN_mask.png,1,"[[[49.950041123246436], [36.287512872287195]]]",Kharkiv,UA,Ukraine,3
0482fb065e3fbacbc6841fe661f086c1_MUL.png,0482fb065e3fbacbc6841fe661f086c1_PAN.png,0482fb065e3fbacbc6841fe661f086c1_PAN_mask.png,3,"[[[-23.009297240251225], [-43.34354725900828]], [[-23.008524001894976], [-43.34395111196589]], [[-23.008203491076642], [-43.34410814856941]]]",Rio de Janeiro,BR,Brazil,4
0483187f117d9b50cb6b9c123f145a1d_MUL.png,0483187f117d9b50cb6b9c123f145a1d_PAN.png,0483187f117d9b50cb6b9c123f145a1d_PAN_mask.png,7,"[[[-22.758383268245506], [-43.481799407488026]], [[-22.758340491859624], [-43.48181840775305]], [[-22.758314279946333], [-43.481772379126475]], [[-22.758297495280694], [-43.48181425124218]], [[-22.758267076191817], [-43.48177753281905]], [[-22.758245996269817], [-43.481819452403435]], [[-22.758249014363102], [-43.4816850957434]]]",Nova Iguacu,BR,Brazil,4
04848c7113646a9f2e111e48da29f96b_MUL.png,04848c7113646a9f2e111e48da29f96b_PAN.png,04848c7113646a9f2e111e48da29f96b_PAN_mask.png,1,"[[[49.95815778621788], [36.12661722016238]]]",Pokotylivka,UA,Ukraine,1
048503e93e1b145aabd1309336e18765_MUL.png,048503e93e1b145aabd1309336e18765_PAN.png,048503e93e1b145aabd1309336e18765_PAN_mask.png,1,"[[[-8.571794529688983], [116.08335290524666]]]",Mataram,ID,Indonesia,7
04895b5a00c70272ab1d86789592afa7_MUL.png,04895b5a00c70272ab1d86789592afa7_PAN.png,04895b5a00c70272ab1d86789592afa7_PAN_mask.png,1,"[[[38.39338082425126], [27.010315202098056]]]",Karsiyaka,TR,Turkey,4
048c25b64bc203d0a77518df0d49958b_MUL.png,048c25b64bc203d0a77518df0d49958b_PAN.png,048c25b64bc203d0a77518df0d49958b_PAN_mask.png,1,"[[[30.37161470033554], [38.225002056678846]]]",Tubarjal,SA,Saudi Arabia,2
0495d3057c99430fdebf1fab6424cc60_MUL.png,0495d3057c99430fdebf1fab6424cc60_PAN.png,0495d3057c99430fdebf1fab6424cc60_PAN_mask.png,1,"[[[30.387293692387786], [38.163860043949114]]]",Tubarjal,SA,Saudi Arabia,2
